Latitude (decimal degrees):	53.424
Longitude (decimal degrees):	-6.252
Elevation (m):	61
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230402:1911,0.0,0.0,0.0,0.0,8.2,2.76,0.0
20230402:2011,0.0,0.0,0.0,0.0,7.64,2.55,0.0
20230402:2111,0.0,0.0,0.0,0.0,7.3,2.34,0.0
20230402:2211,0.0,0.0,0.0,0.0,7.05,2.28,0.0
20230402:2311,0.0,0.0,0.0,0.0,6.95,2.41,0.0
20230403:0011,0.0,0.0,0.0,0.0,6.97,2.62,0.0
20230403:0111,0.0,0.0,0.0,0.0,6.85,2.9,0.0
20230403:0211,0.0,0.0,0.0,0.0,6.95,3.38,0.0
20230403:0311,0.0,0.0,0.0,0.0,7.23,4.07,0.0
20230403:0411,0.0,0.0,0.0,0.0,7.46,4.62,0.0
20230403:0511,0.0,0.0,0.0,0.0,7.54,4.83,0.0
20230403:0611,0.0,0.0,0.0,0.0,7.58,5.17,0.0
20230403:0711,80.3,61.95,1.78,10.56,7.52,5.45,0.0
20230403:0811,40.44,142.01,2.38,19.3,7.95,5.66,0.0
20230403:0911,1.37,143.75,2.08,27.41,8.34,6.07,0.0
20230403:1011,0.0,120.3,1.73,34.32,8.87,6.34,0.0
20230403:1111,45.35,282.61,4.39,39.35,9.06,6.28,0.0
20230403:1211,156.53,337.89,5.98,41.76,9.13,6.21,0.0
20230403:1311,452.05,298.99,7.77,41.13,9.59,6.21,0.0
20230403:1411,614.32,198.7,8.0,37.57,9.82,6.0,0.0
20230403:1511,546.93,151.04,6.91,31.68,10.01,5.79,0.0
20230403:1611,361.81,129.21,5.06,24.2,10.04,5.45,0.0
20230403:1711,208.1,81.55,3.2,15.77,9.71,5.1,0.0
20230403:1811,30.36,37.89,0.99,6.91,9.24,4.62,0.0
20230403:1911,0.0,0.0,0.0,0.0,8.71,3.86,0.0
20230403:2011,0.0,0.0,0.0,0.0,8.17,3.72,0.0
20230403:2111,0.0,0.0,0.0,0.0,7.64,3.66,0.0
20230403:2211,0.0,0.0,0.0,0.0,7.29,3.66,0.0
20230403:2311,0.0,0.0,0.0,0.0,6.99,3.59,0.0
20230404:0011,0.0,0.0,0.0,0.0,6.89,3.79,0.0
20230404:0111,0.0,0.0,0.0,0.0,6.87,4.0,0.0
20230404:0211,0.0,0.0,0.0,0.0,6.85,3.93,0.0
20230404:0311,0.0,0.0,0.0,0.0,7.02,3.86,0.0
20230404:0411,0.0,0.0,0.0,0.0,7.11,3.93,0.0
20230404:0511,0.0,0.0,0.0,0.0,7.14,3.93,0.0
20230404:0611,0.0,0.89,0.01,1.99,6.96,4.0,0.0
20230404:0711,26.39,73.82,1.35,10.92,7.59,4.48,0.0
20230404:0811,3.88,107.6,1.58,19.66,7.82,4.55,0.0
20230404:0911,13.61,177.87,2.67,27.78,8.35,5.59,0.0
20230404:1011,16.72,221.25,3.31,34.7,9.07,5.86,0.0
20230404:1111,38.05,275.76,4.25,39.74,9.84,6.0,0.0
20230404:1211,266.13,337.39,6.81,42.15,10.76,6.0,0.0
20230404:1311,363.4,317.72,7.32,41.49,11.25,5.93,0.0
20230404:1411,581.3,209.0,7.86,37.9,11.79,6.0,0.0
20230404:1511,377.4,216.52,6.2,31.99,11.81,6.28,0.0
20230404:1611,148.59,191.29,3.97,24.48,11.74,6.41,0.0
20230404:1711,33.43,114.56,1.96,16.04,11.54,6.07,0.0
20230404:1811,5.23,40.19,0.66,7.17,11.05,5.52,0.0
20230404:1911,0.0,0.0,0.0,0.0,10.34,5.45,0.0
20230404:2011,0.0,0.0,0.0,0.0,9.69,5.31,0.0
20230404:2111,0.0,0.0,0.0,0.0,9.39,5.38,0.0
20230404:2211,0.0,0.0,0.0,0.0,9.26,5.59,0.0
20230404:2311,0.0,0.0,0.0,0.0,9.25,5.66,0.0
20230405:0011,0.0,0.0,0.0,0.0,9.3,5.66,0.0
20230405:0111,0.0,0.0,0.0,0.0,9.51,5.45,0.0
20230405:0211,0.0,0.0,0.0,0.0,9.61,5.31,0.0
20230405:0311,0.0,0.0,0.0,0.0,9.71,4.9,0.0
20230405:0411,0.0,0.0,0.0,0.0,9.8,4.55,0.0
20230405:0511,0.0,0.0,0.0,0.0,9.84,4.21,0.0
20230405:0611,0.0,0.89,0.01,2.35,9.96,4.0,0.0
20230405:0711,0.0,41.97,0.6,11.27,10.04,4.14,0.0
20230405:0811,0.0,88.6,1.27,20.02,10.57,4.0,0.0
20230405:0911,25.67,191.57,2.96,28.14,11.06,3.52,0.0
20230405:1011,34.63,243.38,3.76,35.08,11.72,3.59,0.0
20230405:1111,133.18,314.61,5.51,40.12,12.13,3.79,0.0
20230405:1211,1.41,206.24,2.97,42.53,12.44,4.21,0.0
20230405:1311,2.81,219.46,3.18,41.86,12.33,3.79,0.0
20230405:1411,22.34,248.16,3.74,38.24,12.58,3.66,0.0
20230405:1511,0.0,92.33,1.33,32.29,12.59,3.38,0.0
20230405:1611,0.0,75.54,1.09,24.76,12.88,3.1,0.0
20230405:1711,0.0,41.03,0.59,16.3,13.01,2.76,0.0
20230405:1811,4.26,41.08,0.66,7.43,12.74,2.48,0.0
20230405:1911,0.0,0.0,0.0,0.0,11.73,2.34,0.0
20230405:2011,0.0,0.0,0.0,0.0,10.85,2.48,0.0
20230405:2111,0.0,0.0,0.0,0.0,10.34,2.83,0.0
20230405:2211,0.0,0.0,0.0,0.0,9.95,3.38,0.0
20230405:2311,0.0,0.0,0.0,0.0,9.67,3.86,0.0
20230406:0011,0.0,0.0,0.0,0.0,9.22,3.79,0.0
20230406:0111,0.0,0.0,0.0,0.0,8.95,3.45,0.0
20230406:0211,0.0,0.0,0.0,0.0,8.42,3.38,0.0
20230406:0311,0.0,0.0,0.0,0.0,7.8,3.38,0.0
20230406:0411,0.0,0.0,0.0,0.0,7.27,3.31,0.0
20230406:0511,0.0,0.0,0.0,0.0,6.85,3.31,0.0
20230406:0611,0.0,2.67,0.04,2.7,6.56,3.17,0.0
20230406:0711,21.41,78.94,1.38,11.62,6.85,2.9,0.0
20230406:0811,92.6,158.25,3.09,20.37,7.54,3.38,0.0
20230406:0911,106.01,228.1,4.13,28.51,8.42,3.79,0.0
20230406:1011,337.37,266.79,6.52,35.46,9.23,4.07,0.0
20230406:1111,92.03,314.13,5.2,40.51,10.04,4.34,0.0
20230406:1211,371.3,331.13,7.6,42.92,10.64,4.48,0.0
20230406:1311,382.01,322.03,7.57,42.22,11.26,4.55,0.0
20230406:1411,558.12,227.32,7.94,38.57,11.72,4.07,0.0
20230406:1511,498.04,177.32,6.89,32.59,11.86,3.86,0.0
20230406:1611,380.52,126.14,5.32,25.04,11.86,3.52,0.0
20230406:1711,205.46,86.42,3.34,16.57,11.67,3.24,0.0
20230406:1811,43.36,38.32,1.25,7.69,11.15,2.62,0.0
20230406:1911,0.0,0.0,0.0,0.0,10.43,2.0,0.0
20230406:2011,0.0,0.0,0.0,0.0,9.29,1.93,0.0
20230406:2111,0.0,0.0,0.0,0.0,8.08,1.86,0.0
20230406:2211,0.0,0.0,0.0,0.0,7.35,1.79,0.0
20230406:2311,0.0,0.0,0.0,0.0,6.8,1.66,0.0
20230407:0011,0.0,0.0,0.0,0.0,7.23,1.17,0.0
20230407:0111,0.0,0.0,0.0,0.0,8.16,0.69,0.0
20230407:0211,0.0,0.0,0.0,0.0,7.96,0.76,0.0
20230407:0311,0.0,0.0,0.0,0.0,6.29,1.38,0.0
20230407:0411,0.0,0.0,0.0,0.0,5.09,1.93,0.0
20230407:0511,0.0,0.0,0.0,0.0,4.97,2.21,0.0
20230407:0611,0.0,8.02,0.12,3.04,5.11,2.48,0.0
20230407:0711,107.88,62.87,2.2,11.96,6.76,2.48,0.0
20230407:0811,101.85,159.95,3.22,20.72,8.53,2.69,0.0
20230407:0911,274.57,211.53,5.36,28.87,9.65,3.24,0.0
20230407:1011,550.4,193.69,7.56,35.83,10.51,3.59,0.0
20230407:1111,780.99,154.06,9.18,40.89,11.28,4.07,0.0
20230407:1211,752.83,195.19,9.34,43.3,11.8,4.28,0.0
20230407:1311,590.28,258.42,8.6,42.58,12.1,4.48,0.0
20230407:1411,624.08,200.12,8.27,38.9,11.97,4.76,0.0
20230407:1511,416.23,211.15,6.58,32.89,11.8,4.9,0.0
20230407:1611,330.45,148.71,5.14,25.31,11.53,4.76,0.0
20230407:1711,210.26,86.15,3.42,16.83,11.31,4.41,0.0
20230407:1811,40.84,40.94,1.26,7.94,10.77,3.93,0.0
20230407:1911,0.0,0.0,0.0,0.0,10.1,3.24,0.0
20230407:2011,0.0,0.0,0.0,0.0,9.13,2.97,0.0
20230407:2111,0.0,0.0,0.0,0.0,8.41,2.83,0.0
20230407:2211,0.0,0.0,0.0,0.0,7.86,2.97,0.0
20230407:2311,0.0,0.0,0.0,0.0,7.55,3.1,0.0
20230408:0011,0.0,0.0,0.0,0.0,7.4,3.17,0.0
20230408:0111,0.0,0.0,0.0,0.0,7.22,3.03,0.0
20230408:0211,0.0,0.0,0.0,0.0,7.26,3.03,0.0
20230408:0311,0.0,0.0,0.0,0.0,7.41,3.1,0.0
20230408:0411,0.0,0.0,0.0,0.0,7.61,3.31,0.0
20230408:0511,0.0,0.0,0.0,0.0,7.69,3.52,0.0
20230408:0611,0.0,4.46,0.07,3.39,7.71,3.72,0.0
20230408:0711,102.45,67.35,2.21,12.31,8.13,4.07,0.0
20230408:0811,281.76,108.57,4.33,21.07,9.02,4.55,0.0
20230408:0911,293.93,207.4,5.51,29.23,9.78,5.24,0.0
20230408:1011,495.56,218.39,7.38,36.21,10.55,5.59,0.0
20230408:1111,677.62,200.24,8.78,41.27,11.31,6.07,0.0
20230408:1211,565.99,276.16,8.63,43.67,11.74,6.28,0.0
20230408:1311,254.87,344.61,6.89,42.94,11.96,6.48,0.0
20230408:1411,64.54,292.73,4.7,39.23,11.99,6.41,0.0
20230408:1511,25.6,228.01,3.48,33.19,11.81,6.21,0.0
20230408:1611,0.0,98.85,1.42,25.59,11.65,6.0,0.0
20230408:1711,1.18,82.15,1.19,17.09,11.38,5.45,0.0
20230408:1811,0.0,27.04,0.39,8.2,10.93,5.38,0.0
20230408:1911,0.0,0.0,0.0,0.0,10.72,5.24,0.0
20230408:2011,0.0,0.0,0.0,0.0,10.36,5.31,0.0
20230408:2111,0.0,0.0,0.0,0.0,10.16,5.52,0.0
20230408:2211,0.0,0.0,0.0,0.0,9.86,5.66,0.0
20230408:2311,0.0,0.0,0.0,0.0,9.6,5.86,0.0
20230409:0011,0.0,0.0,0.0,0.0,9.37,5.93,0.0
20230409:0111,0.0,0.0,0.0,0.0,8.96,5.93,0.0
20230409:0211,0.0,0.0,0.0,0.0,8.67,6.0,0.0
20230409:0311,0.0,0.0,0.0,0.0,8.46,6.14,0.0
20230409:0411,0.0,0.0,0.0,0.0,8.31,6.28,0.0
20230409:0511,0.0,0.0,0.0,0.0,8.29,6.41,0.0
20230409:0611,0.0,3.57,0.05,3.73,8.25,6.62,0.0
20230409:0711,0.0,55.95,0.8,12.65,8.58,6.76,0.0
20230409:0811,2.47,112.11,1.63,21.42,9.09,6.69,0.0
20230409:0911,13.15,186.12,2.79,29.59,9.87,7.72,0.0
20230409:1011,1.35,185.72,2.68,36.57,10.68,8.48,0.0
20230409:1111,0.0,181.85,2.61,41.65,11.17,9.1,0.0
20230409:1211,0.0,129.63,1.86,44.05,11.74,8.9,0.0
20230409:1311,0.0,123.1,1.77,43.3,11.82,8.34,0.0
20230409:1411,0.0,116.57,1.67,39.56,11.74,8.07,0.0
20230409:1511,0.0,88.6,1.27,33.48,11.8,7.31,0.0
20230409:1611,0.0,112.84,1.62,25.86,11.49,7.31,0.0
20230409:1711,0.0,39.17,0.56,17.35,11.26,6.9,0.0
20230409:1811,0.0,26.11,0.38,8.46,10.98,6.76,0.0
20230409:1911,0.0,0.0,0.0,0.0,10.62,7.03,0.0
20230409:2011,0.0,0.0,0.0,0.0,10.55,7.17,0.0
20230409:2111,0.0,0.0,0.0,0.0,10.47,7.31,0.0
20230409:2211,0.0,0.0,0.0,0.0,10.4,7.38,0.0
20230409:2311,0.0,0.0,0.0,0.0,10.3,6.62,0.0
20230410:0011,0.0,0.0,0.0,0.0,10.36,6.0,0.0
20230410:0111,0.0,0.0,0.0,0.0,10.1,5.03,0.0
20230410:0211,0.0,0.0,0.0,0.0,9.56,5.03,0.0
20230410:0311,0.0,0.0,0.0,0.0,9.13,5.1,0.0
20230410:0411,0.0,0.0,0.0,0.0,8.71,5.17,0.0
20230410:0511,0.0,0.0,0.0,0.0,8.25,5.17,0.0
20230410:0611,0.0,3.57,0.05,4.07,7.82,4.48,0.0
20230410:0711,0.0,42.9,0.62,12.99,8.39,3.72,0.0
20230410:0811,0.0,56.89,0.82,21.76,8.39,4.0,0.0
20230410:0911,375.13,184.31,6.03,29.94,8.13,4.34,0.0
20230410:1011,185.82,298.24,5.76,36.94,7.99,4.55,0.0
20230410:1111,27.33,279.62,4.23,42.03,9.13,4.9,0.0
20230410:1211,0.0,124.97,1.8,44.43,10.61,5.31,0.0
20230410:1311,414.21,320.99,7.93,43.66,10.51,5.93,0.0
20230410:1411,748.62,146.92,8.96,39.88,10.2,6.9,0.0
20230410:1511,554.97,155.49,7.33,33.78,9.86,6.69,0.0
20230410:1611,72.73,204.02,3.56,26.13,10.02,6.62,0.0
20230410:1711,33.51,126.25,2.16,17.6,9.37,6.9,0.0
20230410:1811,44.03,44.98,1.42,8.71,8.64,6.48,0.0
20230410:1911,0.0,0.0,0.0,0.0,8.36,6.76,0.0
20230410:2011,0.0,0.0,0.0,0.0,7.95,6.76,0.0
20230410:2111,0.0,0.0,0.0,0.0,7.48,6.69,0.0
20230410:2211,0.0,0.0,0.0,0.0,7.08,6.69,0.0
20230410:2311,0.0,0.0,0.0,0.0,6.83,6.55,0.0
20230411:0011,0.0,0.0,0.0,0.0,6.57,6.14,0.0
20230411:0111,0.0,0.0,0.0,0.0,6.27,5.72,0.0
20230411:0211,0.0,0.0,0.0,0.0,6.01,5.59,0.0
20230411:0311,0.0,0.0,0.0,0.0,5.75,5.31,0.0
20230411:0411,0.0,0.0,0.0,0.0,5.52,4.83,0.0
20230411:0511,0.0,0.0,0.0,0.0,5.33,4.21,0.0
20230411:0611,0.0,19.62,0.29,4.41,5.18,3.79,0.0
20230411:0711,110.37,72.69,2.44,13.33,5.93,3.31,0.0
20230411:0811,55.98,167.54,2.93,22.11,7.18,3.79,0.0
20230411:0911,14.29,194.65,2.92,30.29,8.38,4.76,0.0
20230411:1011,28.13,254.45,3.89,37.31,9.21,6.28,0.0
20230411:1111,6.8,241.37,3.52,42.4,9.17,6.69,0.0
20230411:1211,1.37,224.89,3.24,44.8,8.91,6.55,0.0
20230411:1311,0.0,142.68,2.05,44.01,9.4,7.24,0.0
20230411:1411,2.7,214.77,3.11,40.2,9.72,8.48,0.0
20230411:1511,0.0,112.84,1.62,34.07,9.6,8.9,0.0
20230411:1611,0.0,51.29,0.74,26.4,9.52,7.72,0.0
20230411:1711,0.0,73.67,1.06,17.86,8.94,5.45,0.0
20230411:1811,0.0,15.85,0.23,8.96,6.57,9.66,0.0
20230411:1911,0.0,0.0,0.0,0.0,5.99,8.9,0.0
20230411:2011,0.0,0.0,0.0,0.0,6.1,8.48,0.0
20230411:2111,0.0,0.0,0.0,0.0,5.66,8.41,0.0
20230411:2211,0.0,0.0,0.0,0.0,5.22,7.93,0.0
20230411:2311,0.0,0.0,0.0,0.0,4.78,7.72,0.0
20230412:0011,0.0,0.0,0.0,0.0,4.33,7.66,0.0
20230412:0111,0.0,0.0,0.0,0.0,4.05,7.52,0.0
20230412:0211,0.0,0.0,0.0,0.0,3.78,7.45,0.0
20230412:0311,0.0,0.0,0.0,0.0,3.63,7.38,0.0
20230412:0411,0.0,0.0,0.0,0.0,3.57,7.38,0.0
20230412:0511,0.0,0.0,0.0,0.0,3.78,7.79,0.0
20230412:0611,0.0,13.99,0.2,4.74,3.94,7.93,0.0
20230412:0711,0.0,50.36,0.72,13.66,4.41,4.76,0.0
20230412:0811,89.36,174.87,3.36,22.44,4.45,3.79,0.0
20230412:0911,139.43,246.48,4.73,30.64,4.63,3.93,0.0
20230412:1011,91.93,295.53,4.98,37.67,5.53,5.79,0.0
20230412:1111,77.13,323.5,5.25,42.78,6.53,6.97,0.0
20230412:1211,142.9,358.0,6.24,45.17,7.06,7.52,0.0
20230412:1311,167.09,354.85,6.39,44.36,6.1,7.31,0.0
20230412:1411,30.93,278.22,4.25,40.52,5.79,7.17,0.0
20230412:1511,0.0,123.1,1.77,34.36,6.09,10.48,0.0
20230412:1611,1.26,140.0,2.02,26.67,6.58,10.97,0.0
20230412:1711,2.26,93.41,1.37,18.11,7.03,11.52,0.0
20230412:1811,8.22,56.68,0.96,9.21,7.34,10.62,0.0
20230412:1911,0.0,0.0,0.0,0.0,7.48,8.9,0.0
20230412:2011,0.0,0.0,0.0,0.0,7.0,8.34,0.0
20230412:2111,0.0,0.0,0.0,0.0,6.7,8.34,0.0
20230412:2211,0.0,0.0,0.0,0.0,6.44,8.28,0.0
20230412:2311,0.0,0.0,0.0,0.0,6.19,8.21,0.0
20230413:0011,0.0,0.0,0.0,0.0,5.89,8.07,0.0
20230413:0111,0.0,0.0,0.0,0.0,5.8,8.0,0.0
20230413:0211,0.0,0.0,0.0,0.0,5.56,7.86,0.0
20230413:0311,0.0,0.0,0.0,0.0,5.43,7.66,0.0
20230413:0411,0.0,0.0,0.0,0.0,5.32,7.38,0.0
20230413:0511,0.0,0.0,0.0,0.0,5.35,7.17,0.0
20230413:0611,0.19,24.67,0.43,5.08,5.36,6.97,0.0
20230413:0711,139.08,66.92,2.77,13.99,5.78,6.48,0.0
20230413:0811,339.22,100.77,5.0,22.78,6.68,6.41,0.0
20230413:0911,496.62,140.48,6.79,30.99,8.02,7.45,0.0
20230413:1011,637.52,169.55,8.33,38.03,8.96,7.59,0.0
20230413:1111,678.72,216.2,9.16,43.14,9.8,7.1,0.0
20230413:1211,844.01,165.85,10.13,45.53,10.42,6.48,0.0
20230413:1311,780.14,184.47,9.74,44.71,11.18,6.14,0.0
20230413:1411,495.0,266.97,8.09,40.84,11.5,5.66,0.0
20230413:1511,407.93,226.83,6.89,34.65,11.65,5.24,0.0
20230413:1611,288.33,177.38,5.28,26.93,11.58,4.9,0.0
20230413:1711,165.84,113.6,3.46,18.37,10.88,4.97,0.0
20230413:1811,32.39,56.79,1.42,9.46,10.07,4.21,0.0
20230413:1911,0.0,0.0,0.0,0.0,9.09,2.83,0.0
20230413:2011,0.0,0.0,0.0,0.0,8.31,2.41,0.0
20230413:2111,0.0,0.0,0.0,0.0,7.49,2.48,0.0
20230413:2211,0.0,0.0,0.0,0.0,6.89,2.48,0.0
20230413:2311,0.0,0.0,0.0,0.0,6.42,2.28,0.0
20230414:0011,0.0,0.0,0.0,0.0,5.64,1.79,0.0
20230414:0111,0.0,0.0,0.0,0.0,4.93,1.31,0.0
20230414:0211,0.0,0.0,0.0,0.0,5.55,0.9,0.0
20230414:0311,0.0,0.0,0.0,0.0,5.94,0.62,0.0
20230414:0411,0.0,0.0,0.0,0.0,5.54,0.83,0.0
20230414:0511,0.0,0.0,0.0,0.0,3.85,1.52,0.0
20230414:0611,2.22,17.45,0.75,5.41,3.75,2.07,0.0
20230414:0711,133.9,71.48,2.79,14.32,5.04,1.72,0.0
20230414:0811,209.44,154.57,4.33,23.11,7.23,2.0,0.0
20230414:0911,415.89,178.98,6.48,31.33,8.4,2.83,0.0
20230414:1011,693.62,144.84,8.64,38.38,8.98,3.38,0.0
20230414:1111,718.45,196.1,9.35,43.51,9.71,3.52,0.0
20230414:1211,517.87,308.63,8.79,45.9,10.34,3.24,0.0
20230414:1311,270.51,358.48,7.3,45.05,10.77,3.1,0.0
20230414:1411,307.5,319.03,7.11,41.16,11.18,3.1,0.0
20230414:1511,175.5,281.39,5.52,34.93,11.17,2.97,0.0
20230414:1611,368.09,143.59,5.69,27.19,11.24,2.55,0.0
20230414:1711,146.48,122.21,3.38,18.62,10.41,2.83,0.0
20230414:1811,3.63,55.84,0.87,9.71,9.43,3.17,0.0
